id,link_id,genus,species,sex,category,trait,value,reference,credit,email,notes,,
,Panurgus_1,Panurgus,Panurgus,,Morphology,Intertegular span,1.879,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Panurgus_2,Panurgus,Panurgus,,Morphology,Intertegular span,1.722,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Rhodanthidium_1,Rhodanthidium,Rhodanthidium,,Behaviour,Nest material,Shell nesting,http://cuartodechismes.blogspot.com.es/2010/07/casas-rurales-de-la-subbetica.html,Antonio Manuel Jiménez Conejo,xmiguelangelcolladox@gmail.com,Using shell to nest and protect with paper the exit,,
,Rhodanthidium_1,Rhodanthidium,Rhodanthidium,,Behaviour,Nest building,Paper,http://cuartodechismes.blogspot.com.es/2010/07/casas-rurales-de-la-subbetica.html,Antonio Manuel Jiménez Conejo,xmiguelangelcolladox@gmail.com,Using shell to nest and protect with paper the exit,,
,Xylocopa_1,Xylocopa,Xylocopa,,Morphology,Intertegular span,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Xylocopa_2,Xylocopa,Xylocopa,,Morphology,Weight,0.5048,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Monodontomerus_obscurus_1,Monodontomerus,Monodontomerus obscurus,,Behaviour,Parasiting,Plastic,MacIvor et al 2013,Scott MacIvor,xmiguelangelcolladox@gmail.com,Parasitying Megachile campanulae polyurethane brood cells,,
,Hoplitis_papaveris_1,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.213,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,2.292,
,Hoplitis_papaveris_2,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.260,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Hoplitis_papaveris_3,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.622,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Hoplitis_papaveris_4,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.656,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Hoplitis_papaveris_5,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.305,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Hoplitis_papaveris_6,Hoplitis,Hoplitis papaveris,,Morphology,Intertegular span,2.584,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Hoplitis_papaveris_7,Hoplitis,Hoplitis papaveris,,Morphology,Weight,0.0270,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_8,Hoplitis,Hoplitis papaveris,,Morphology,Weight,0.0240,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_9,Hoplitis,Hoplitis papaveris,,Morphology,Weight,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_10,Hoplitis,Hoplitis papaveris,,Morphology,Weight,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_11,Hoplitis,Hoplitis papaveris,,Morphology,Weight,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_12,Hoplitis,Hoplitis papaveris,,Morphology,Weight,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hoplitis_papaveris_13,Hoplitis,Hoplitis papaveris,Male,Morphology,Intertegular span,2.2300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Hoplitis_papaveris_14,Hoplitis,Hoplitis papaveris,Male,Morphology,Intertegular span,2.1900,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Hoplitis_papaveris_15,Hoplitis,Hoplitis papaveris,Female,Morphology,Intertegular span,2.1200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Hoplitis_papaveris_16,Hoplitis,Hoplitis papaveris,Female,Morphology,Intertegular span,1.9100,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Hoplitis_papaveris_17,Hoplitis,Hoplitis papaveris,Female,Morphology,Intertegular span,2.1200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Hoplitis_papaveris_18,Hoplitis,Hoplitis papaveris,Female,Morphology,Intertegular span,2.2900,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_pascuorum_6,Bombus,Bombus pascuorum,,Morphology,Intertegular span,3.393,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,3.112,
,Bombus_pascuorum_7,Bombus,Bombus pascuorum,,Morphology,Intertegular span,4.329,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_8,Bombus,Bombus pascuorum,,Morphology,Intertegular span,3.943,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_9,Bombus,Bombus pascuorum,,Morphology,Intertegular span,3.834,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_10,Bombus,Bombus pascuorum,,Morphology,Intertegular span,4.105,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_11,Bombus,Bombus pascuorum,,Morphology,Intertegular span,3.748,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_12,Bombus,Bombus pascuorum,,Morphology,Intertegular span,3.698,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_13,Bombus,Bombus pascuorum,,Morphology,Intertegular span,4.012,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pascuorum_14,Bombus,Bombus pascuorum,,Morphology,Weight,0.1041,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_15,Bombus,Bombus pascuorum,,Morphology,Weight,0.1780,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_16,Bombus,Bombus pascuorum,,Morphology,Weight,0.1704,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_17,Bombus,Bombus pascuorum,,Morphology,Weight,0.1461,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_18,Bombus,Bombus pascuorum,,Morphology,Weight,0.1880,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_19,Bombus,Bombus pascuorum,,Morphology,Weight,0.1450,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_20,Bombus,Bombus pascuorum,,Morphology,Weight,0.1424,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_21,Bombus,Bombus pascuorum,,Morphology,Weight,0.1463,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pascuorum_1,Bombus ,Bombus pascuorum,,Behaviour,Sociality,Eusocial,http://www.bwars.com/bee/apidae/bombus-pascuorum,M Edwards,xmiguelangelcolladox@gmail.com,The species is eusocial,,
,Bombus_pascuorum_2,Bombus ,Bombus pascuorum,,Behaviour,Nest material,Birdhouse    ,http://www.bwars.com/bee/apidae/bombus-pascuorum,M Edwards,xmiguelangelcolladox@gmail.com,Nests are made above-ground in tall. but open grassland. under hedges and piles of plant litter. It may occasionally use bird boxes and holes in trees. It is one of the carder-bees: orkers,,
,Bombus_pascuorum_3,Bombus ,Bombus pascuorum,,Behaviour,Nest material,Tree,http://www.bwars.com/bee/apidae/bombus-pascuorum,M Edwards,xmiguelangelcolladox@gmail.com,Nests are made above-ground in tall. but open grassland. under hedges and piles of plant litter. It may occasionally use bird boxes and holes in trees. It is one of the carder-bees: orkers,,
,Bombus_pascuorum_4,Bombus ,Bombus pascuorum,,Behaviour,Nest size,60,http://www.bwars.com/bee/apidae/bombus-pascuorum,M Edwards,xmiguelangelcolladox@gmail.com,Nest sizes are fairly small. with 60-150 workers (Løken. 1973,,
,Bombus_pascuorum_5,Bombus ,Bombus pascuorum,,Behaviour,Nest size,150,http://www.bwars.com/bee/apidae/bombus-pascuorum,M Edwards,xmiguelangelcolladox@gmail.com,Nest sizes are fairly small. with 60-150 workers (Løken. 1974,,
,Bombus_pascuorum_22,Bombus ,Bombus pascuorum,Male,Morphology,Intertegular span,3.8,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Bombus_pascuorum_23,Bombus ,Bombus pascuorum,Male,Morphology,Intertegular span,3.99,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Bombus_pascuorum_24,Bombus ,Bombus pascuorum,Male,Morphology,Intertegular span,3.77,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Soria,,
,Bombus_pascuorum_25,Bombus ,Bombus pascuorum,Male,Morphology,Intertegular span,3.85,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Palencia,,
,Bombus_pascuorum_26,Bombus ,Bombus pascuorum,Male,Morphology,Intertegular span,3.64,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Avila,,
,Bombus_pascuorum_27,Bombus ,Bombus pascuorum,Female,Morphology,Intertegular span,3.37,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_pascuorum_28,Bombus ,Bombus pascuorum,Female,Morphology,Intertegular span,3.17,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Lugo,,
,Bombus_pascuorum_29,Bombus ,Bombus pascuorum,Female,Morphology,Intertegular span,2.9,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Cantabria,,
,Bombus_pascuorum_30,Bombus ,Bombus pascuorum,Female,Morphology,Intertegular span,2.85,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Salamanca,,
,Bombus_pascuorum_31,Bombus ,Bombus pascuorum,Female,Morphology,Intertegular span,3.27,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Palencia,,
,Bombus_pascuorum_32,Bombus ,Bombus pascuorum,Queen,Morphology,Intertegular span,4.6,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Ávila,4.614,
,Bombus_pascuorum_33,Bombus ,Bombus pascuorum,Queen,Morphology,Intertegular span,4.58,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_pascuorum_34,Bombus ,Bombus pascuorum,Queen,Morphology,Intertegular span,4.61,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_pascuorum_35,Bombus ,Bombus pascuorum,Queen,Morphology,Intertegular span,4.57,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Bombus_pascuorum_36,Bombus ,Bombus pascuorum,Queen,Morphology,Intertegular span,4.71,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Systropha_planidens_1,Systropha,Systropha planidens,,Morphology,Intertegular span,2.405,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Systropha_planidens_2,Systropha,Systropha planidens,,Morphology,Weight,0.0441,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Anthophora_plumipes_1,Anthophora ,Anthophora plumipes,,Behaviour,Nest material,Soil sand,http://www.bwars.com/bee/apidae/anthophora-plumipes,G R Else,xmiguelangelcolladox@gmail.com,Usually nests gregariously in vertical soil profiles. such as coastal cliffs and. inland. in sand pits,,
,Anthophora_plumipes_2,Anthophora ,Anthophora plumipes,,Behaviour,Brood cell,Compact sand,http://www.bwars.com/bee/apidae/anthophora-plumipes,G R Else,xmiguelangelcolladox@gmail.com,the walls and closing lid being fashioned from compacted soil which is almost certainly impregnated with a secretion from the Dufour's gland.,,
,Anthophora_plumipes_2,Anthophora ,Anthophora plumipes,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/apidae/anthophora-plumipes,G R Else,xmiguelangelcolladox@gmail.com,,,
,Anthophora_plumipes/quadrimaculata_1,Anthophora,Anthophora plumipes/quadrimaculata,,Behaviour,Sleep,Megachilidae nest,https://www.flickr.com/photo.gne?short=FDekzY,Eloy Revilla,xmiguelangelcolladox@gmail.com,Antophora using Osmia table,,
,Bombus_pratorum_1,Bombus,Bombus pratorum,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,xmiguelangelcolladox@gmail.com,Bivoltine in the south. with a smaller late-summer generation; univoltine towards the north.,,
,Bombus_pratorum_2,Bombus,Bombus pratorum,,Behaviour,Voltinism,Bivoltine,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,xmiguelangelcolladox@gmail.com,Bivoltine in the south. with a smaller late-summer generation; univoltine towards the north.,,
,Bombus_pratorum_3,Bombus,Bombus pratorum,,Behaviour,Nest material,Small mammal house,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,xmiguelangelcolladox@gmail.com,This species nests underground in old mouse or vole nests. or in old bird nests. especially if these are in holes in trees - or even bird-boxes.,,
,Bombus_pratorum_4,Bombus,Bombus pratorum,,Behaviour,Nest material,Birdhouse    ,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,xmiguelangelcolladox@gmail.com,This species nests underground in old mouse or vole nests. or in old bird nests. especially if these are in holes in trees - or even bird-boxes.,,
,Bombus_pratorum_5,Bombus,Bombus pratorum,,Behaviour,Nest size,Birdhouse    ,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,xmiguelangelcolladox@gmail.com,The nest is rather small. usually with fewer than 100 workers.,,
,Bombus_pratorum_6,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.635,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_7,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.714,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_8,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.714,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_9,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.829,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_10,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.604,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_11,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.576,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_12,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.646,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_13,Bombus,Bombus pratorum,,Morphology,Intertegular span,3.853,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_pratorum_14,Bombus,Bombus pratorum,,Morphology,Weight,0.1186,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_15,Bombus,Bombus pratorum,,Morphology,Weight,0.1050,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_16,Bombus,Bombus pratorum,,Morphology,Weight,0.0934,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_17,Bombus,Bombus pratorum,,Morphology,Weight,0.0966,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_18,Bombus,Bombus pratorum,,Morphology,Weight,0.1029,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_19,Bombus,Bombus pratorum,,Morphology,Weight,0.1036,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_20,Bombus,Bombus pratorum,,Morphology,Weight,0.0792,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_21,Bombus,Bombus pratorum,Male,Morphology,Weight,0.1065,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_pratorum_22,Bombus,Bombus pratorum,Male,Morphology,Intertegular span,3.9200,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"Palencia, Male",,
,Bombus_pratorum_23,Bombus,Bombus pratorum,Male,Morphology,Intertegular span,3.7500,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"Segovia, Male",,
,Bombus_pratorum_24,Bombus,Bombus pratorum,Male,Morphology,Intertegular span,3.5200,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"Zamora, Male",,
,Bombus_pratorum_25,Bombus,Bombus pratorum,Male,Morphology,Intertegular span,3.7200,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Male",,
,Bombus_pratorum_26,Bombus,Bombus pratorum,Male,Morphology,Intertegular span,3.5400,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Male",,
,Bombus_pratorum_27,Bombus,Bombus pratorum,Female,Morphology,Intertegular span,3.6500,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,"Picos de europa, Female",3.5000,
,Bombus_pratorum_28,Bombus,Bombus pratorum,Female,Morphology,Intertegular span,3.1600,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Female",4.8650,
,Bombus_pratorum_29,Bombus,Bombus pratorum,Female,Morphology,Intertegular span,3.5500,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"Asturias, Female",,
,Bombus_pratorum_30,Bombus,Bombus pratorum,Female,Morphology,Intertegular span,3.6400,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Female",,
,Bombus_pratorum_31,Bombus,Bombus pratorum,Queen,Morphology,Intertegular span,4.8300,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Queen",,
,Bombus_pratorum_32,Bombus,Bombus pratorum,Queen,Morphology,Intertegular span,4.9000,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,"León, Queen",,
,Anthophora_quadrimaculata_1,Anthophora,Anthophora quadrimaculata,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/apidae/anthophora-quadrimaculata,G R Else,xmiguelangelcolladox@gmail.com,,,
,Anthophora_quadrimaculata_2,Anthophora,Anthophora quadrimaculata,,Behaviour,Nest material,Sand,http://www.bwars.com/bee/apidae/anthophora-quadrimaculata,G R Else,xmiguelangelcolladox@gmail.com,Small aggregations of nests have been observed in sandy banks and cliffs (Smith 1876). clay and stone walls. and mortar joints of walls.,,
,Anthophora_quadrimaculata_3,Anthophora,Anthophora quadrimaculata,,Behaviour,Nest material,Clay,http://www.bwars.com/bee/apidae/anthophora-quadrimaculata,G R Else,xmiguelangelcolladox@gmail.com,Small aggregations of nests have been observed in sandy banks and cliffs (Smith 1876). clay and stone walls. and mortar joints of walls.,,
,Anthophora_quadrimaculata_4,Anthophora,Anthophora quadrimaculata,,Behaviour,Nest material,Stone,http://www.bwars.com/bee/apidae/anthophora-quadrimaculata,G R Else,xmiguelangelcolladox@gmail.com,Small aggregations of nests have been observed in sandy banks and cliffs (Smith 1876). clay and stone walls. and mortar joints of walls.,,
,Megachile_rotundata_1,Megachile,Megachile rotundata,,Behaviour,Brood cell,Plastic,MacIvor et al 2013,Scott MacIvor,xmiguelangelcolladox@gmail.com,Uses plastic bags to build brood cells,,
,Osmia_spinulosa_1,Osmia,Osmia spinulosa,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/megachilidae/osmia-spinulosa,M Edwards,xmiguelangelcolladox@gmail.com,,,
,Osmia_spinulosa_2,Osmia,Osmia spinulosa,,Behaviour,Nest material,Shell,http://www.bwars.com/bee/megachilidae/osmia-spinulosa,M Edwards,xmiguelangelcolladox@gmail.com,Nests are made within medium-sized old snail-shells. such as those of Cepea nemoralis.,,
,Osmia_spinulosa_3,Osmia,Osmia spinulosa,,Behaviour,Brood cell,Leaf,http://www.bwars.com/bee/megachilidae/osmia-spinulosa,M Edwards,xmiguelangelcolladox@gmail.com,The cells are made within the spiral from chewed plant material.,,
,Rhodanthidium_sticticum_1,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,3.412,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Rhodanthidium_sticticum_2,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.272,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Rhodanthidium_sticticum_3,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.695,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Rhodanthidium_sticticum_4,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,3.823,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Rhodanthidium_sticticum_2,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Weight,0.0899,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Rhodanthidium_sticticum_3,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Weight,0.1189,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Rhodanthidium_sticticum_4,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Weight,0.1333,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Rhodanthidium_sticticum_8,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,4.13,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Málaga,,
,Rhodanthidium_sticticum_9,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,4.32,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Málaga,,
,Rhodanthidium_sticticum_10,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,3.9,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huesca,,
,Rhodanthidium_sticticum_11,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,4.02,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Rhodanthidium_sticticum_12,Rhodanthidium,Rhodanthidium sticticum,Male,Morphology,Intertegular span,4.36,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Rhodanthidium_sticticum_13,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.83,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Málaga,3.604,
,Rhodanthidium_sticticum_14,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.37,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Rhodanthidium_sticticum_15,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.66,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Málaga,,
,Rhodanthidium_sticticum_16,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.65,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huelva,,
,Rhodanthidium_sticticum_17,Rhodanthidium,Rhodanthidium sticticum,Female,Morphology,Intertegular span,3.51,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Huesca,,
,Osmia_submicans_1,Osmia,Osmia submicans,,Morphology,Intertegular span,2.256,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Osmia_submicans_2,Osmia,Osmia submicans,,Morphology,Weight,0.0239,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_succincta_1,Nomada,Nomada succincta,,Morphology,Intertegular span,2.057,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_1,Bombus,Bombus terrestris,,Behaviour,Nest material,Wood,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Mike Welch,xmiguelangelcolladox@gmail.com,Bombus terrestris nesting under floodboards in a house,,
,Bombus_terrestris_2,Bombus,Bombus terrestris,,Behaviour,Nest material,Small mammal house,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Norman Sellers,xmiguelangelcolladox@gmail.com,Bombus terrestris nesting in a hedgehog house,,
,Bombus_terrestris_3,Bombus,Bombus terrestris,,Behaviour,Nest material,Brick,https://www.youtube.com/watch?v=1gysdWdZIBk,Dave Goulson,xmiguelangelcolladox@gmail.com,He put some nest material under the floor and some bricks acting as entrance. and the bumblebees stablish their nest there,,
,Bombus_terrestris_4,Bombus,Bombus terrestris,,Behaviour,Voltinism,Bivoltine,http://www.bwars.com/bee/apidae/bombus-terrestris,M Edwards,xmiguelangelcolladox@gmail.com,,,
,Bombus_terrestris_4,Bombus,Bombus terrestris,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/apidae/bombus-terrestris,M Edwards,xmiguelangelcolladox@gmail.com,Partially bivoltine. with a winter generation under favourable circumstances of available forage in gardens and relatively warm winters,,
,Bombus_terrestris_5,Bombus,Bombus terrestris,,Behaviour,Nest building,Small mammal house,http://www.bwars.com/bee/apidae/bombus-terrestris,M Edwards,xmiguelangelcolladox@gmail.com,Nests are underground in old mouse or vole nests. Nests are large. with over 500 individuals in many instances.,,
,Bombus_terrestris_6,Bombus,Bombus terrestris,,Behaviour,Nest size,500,http://www.bwars.com/bee/apidae/bombus-terrestris,M Edwards,xmiguelangelcolladox@gmail.com,Nests are underground in old mouse or vole nests. Nests are large. with over 500 individuals in many instances.,,
,Bombus_terrestris_7,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.713,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_8,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.500,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_9,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.383,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_10,Bombus,Bombus terrestris,,Morphology,Intertegular span,3.950,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_11,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.289,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_12,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.032,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_13,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.299,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_14,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.680,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
